"date","type","description","source","month"
2022-10-12,"Шантаж і загроза ЗАЕС","Внаслідок ракетного обстрілу росіянами була пошкоджена підстанція «Дніпровська» у Дніпропетровській області. В результаті аварійно відімкнулася лінія зв’язку 750 кВ ЗАЕС – Дніпровська. В автоматичному режимі увімкнулись дизель-генератори. Росіяни блокували підвезення запасів дизельного палива на станцію. Через кілька годин український персонал відновив підключення станції до енергомережі.","","10"
2022-10-17,"Шантаж і загроза ЗАЕС","Через російський обстріл підстанції знову відімкнулася остання лінія зв’язку 750 кВ ЗАЕС – Дніпровська. ЗАЕС знеструмлено.","","10"
2022-10-17,"Шантаж і загроза ЗАЕС","Російські військові викрали працівників ЗАЕС.","https://t.me/energoatom_ua/10245","10"
2022-10-26,"Шантаж і загроза ЗАЕС","Росіяни змушують працівників ЗАЕС укладати угоди з Росатомом","https://t.me/energoatom_ua/10381","10"
2022-10-31,"Шантаж і загроза ЗАЕС","У ставку-охолоджувачі ЗАЕС загинула риба, що виконувала санітарну функцію.","","10"
2022-11-02,"Шантаж і загроза ЗАЕС","В результаті російських обстрілів пошкоджено високовольтні лінії зв‘язку Запорізької АЕС з українською енергосистемою. Станція перейшла в режим повного знеструмлення. Через кілька годин після цього схему живлення власних потреб ЗАЕС оптимізовано, залишено в роботі 9 дизель-генераторів. Енергоблоки №5 та №6 переводяться в холодний стан.","https://t.me/energoatom_ua/10488","11"
2022-11-08,"Окупація та зміна інформаційного простору","Окупанти проводять «перепис населення» в Енергодарі.","https://t.me/energodar_ukr/2979","11"
2022-11-14,"Окупація та зміна інформаційного простору","Росіяни вилучили зі шкіл і бібліотек українську літературу та підручники.","https://t.me/energodar_ukr/3128","11"
2022-11-20,"Шантаж і загроза ЗАЕС","Обстріл енергетичної інфраструктури, що поєднує ЗАЕС з українською енергомережею.","https://t.me/energoatom_ua/10761","11"
2022-11-23,"Шантаж і загроза ЗАЕС","Російські військові пограбували вантаж Енергоатома, що прямував на ЗАЕС. Станція в режимі блекауту через обстріли енергетичної інфраструктури України.","https://t.me/energoatom_ua/10805","11"
2022-12-07,"Шантаж і загроза ЗАЕС","Кілька реактивних систем залпового вогню (РСЗВ) «Град» росіяни розмістили біля енергоблока № 6, поруч із територією станційного сухого сховища відпрацьованого ядерного палива.","https://t.me/energoatom_ua/11020","12"
2022-12-08,"Шантаж і загроза ЗАЕС","Росіяни посилюють репресії проти працівників ЗАЕС. Побили начальника Управління соціальних програм ЗАЕС та його заступника. Потім їх вивезуть у невідомому напрямку. ""Кинули на підвал"" начальника зміни ЗАЕС, який відповідає за ядерну і радіаційну безпеку.","https://t.me/energoatom_ua/11033","12"
2022-12-13,"Шантаж і загроза ЗАЕС","Росіяни встановлюють мобільні котельні на ЗАЕС.","https://www.iaea.org/newscenter/pressreleases/update-136-iaea-director-general-statement-on-situation-in-ukraine","12"
2022-12-14,"Окупація та зміна інформаційного простору","Росіяни призначили колишнього працівника Росатома ""гауляйтером"" Енергодара. Раніше він очолював Челябинську АЕС.","https://t.me/energodar_ukr/3447","12"
